GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
4-2-03-115,115,තරාපුරම් නැගෙනහිර,தாராபுரம் கிழக்கு,Tharapuram East,MN/69,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-120,120,තරාපුරම් බටහිර,தாராபுரம் மேற்கு,Tharapuram West,MN/68,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-125,125,තොට්ටවේලි,தோட்டவெளி,Thoddavely,MN/62,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-130,130,තාල්වුපාඩු,தாழ்வுபாடு,Thalvupadu,MN/70,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-135,135,පඩ්ඩීතෝඩ්ඩම්,பட்டிதோட்டம்,Paddithottam,MN/71,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-140,140,එළුතුර්,எழுத்தூர்,Eluthoor,MN/72,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-145,145,සවුත් බාර්,சவுத்பார்,South Bar,MN/73,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-150,150,සාවට්කඩ්ඩු,சாவற்கட்டு,Shavatkaddu,MN/75,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-155,155,සින්නක්කඩෛ,சின்னக்கடை,Sinnakadai,MN/78,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-160,160,උප්පුකුලම් උතුර,உப்புக்குளம் வடக்கு,Uppukulam North,MN/82,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-165,165,පල්ලිමුනෛ බටහිර,பள்ளிமுணை மேற்கு,Pallimunai West,MN/85,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-170,170,උප්පුකුලම් දකුණ,உப்புக்குளம் தெற்கு,Uppukulam South,MN/83,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-175,175,පෙරියකඩෛ,பெரியகடை,Periyakadai,MN/80,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-180,180,පෙට්ටා,பெற்றா,Pettah,MN/79,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-185,185,පනන්කට්ටකොට්ටු බටහිර,பனங்கட்டிக்கோட்டு மேற்கு கிழக்கு,Panankaddukoddu West,MN/77,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-190,190,පනන්කට්ටුකොට්ටු නැගෙනහිර,பனங்கட்டிக்கோட்டு மேற்கு,Panankaddukoddu East,MN/76,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-195,195,පෙරිය නාවට්කුලම්,பெரிய நாவற்குளம்,Periyanavatkulam,MN/87,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-200,200,තීරුක්කේස්වරම්,திருக்கேதீஸ்வரம்,Thiruketheeswaram,MN/86,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-205,205,නාගතාල්වු,நாகதாழ்வு,Nagathalvu,MN/88,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-210,210,නීලාසේනෛ,நீலாசேனை,Neelasenai,MN/89,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-215,215,මාතෝඩ්ඩම්,மாதோட்டம்,Mathoddam,MN/93,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-220,220,කල්ලිකඩ්ඩෛක්කාඩු,கள்ளிகட்டைக்காடு,Kallikaddaikadu,MN/90,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-225,225,වණ්ණාමෝඩ්ඩෛ,வண்ணாமோட்டை,Vannamoddai,MN/94,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-230,230,උයිලං කුලම්,உயிலன் குளம்,Uyilankulam,MN/92,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-235,235,පුදුක්කමම්,புதுக்கமம்,Puthukamam,MN/91,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-240,240,උයිර්තරාසන් කුලම්,உயிர்தராசன் குளம்,Uyirtharasankulam,MN/95,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-03-245,245,පරප්පාංකණ්ඩල්,பரப்பாங்கண்டல்,Parappankandal,MN/96,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,3: මන්නාරම නගරය/ மன்னார் நகரம்/ Mannar Town
4-2-06-005,005,තේවන්පිඩ්ඩි,தேவன்பிட்டி,Thevanpiddy,MN/02,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
