GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
6-1-03-130,130,ඉහල මරදන්කඩවල,இஹல மரதன்கடவல,Ihala Maradankadawala,25,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-135,135,හෙටිටිආරාචිචිගම,ஹெட்டியாரச்சிகம,Hettiarachchigama,1,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-140,140,ගම්පොල,கம்பொல,Gampola,33,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-145,145,අලියාවැටුණුවැව,அலியாவெட்டுனுவெவ,Aliyawetunuwewa,32,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-150,150,තඹුත්ත,தம்புத்த,Thambuththa,28,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-155,155,තමිමැන්නාව,தம்மென்னாவ,Thammennawa,29,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-160,160,මයිලෑව,மயிலேவ,Maylewa,30,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-165,165,මඩි‍‍ගේ,மடிகே,Madige,31,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-170,170,වන්නිකුඩාවැව,வன்னிகுடாவெவ,Wannikudawewa,35,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
6-1-03-175,175,සංගප්පාලය,சங்கப்பாலய,Sangappalaya,34,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,3: ගිරිබාව/ கிரிபாவ/ Giribawa
